lz: 53.728900005300793907 Vol: 144075.61833991741878 PE: -2323716.50874692  Pxx: 0.00235886132027637 Pyy: -0.00123271906293116 Pzz: -0.244690967209695 
lz: 53.836357805311394031 Vol: 143905.47162440654938 PE: -2323808.19000301  Pxx: 0.00304663899461096 Pyy: 0.00850938901857835 Pzz: -0.169129805494081 
lz: 53.943815605321994155 Vol: 143906.66436151147354 PE: -2323881.96053028  Pxx: -0.00692288542042874 Pyy: 0.000372920698301299 Pzz: -0.0884775846432497 
lz: 54.05127340533259428 Vol: 144397.44238389434759 PE: -2323911.45504117  Pxx: -0.000248768220742949 Pyy: -0.00181658027580474 Pzz: 0.0683002227020183 
lz: 54.158731205343194404 Vol: 144015.58705939829815 PE: -2323971.16434731  Pxx: 0.00498819748448401 Pyy: 0.00553266632765958 Pzz: 0.273406404406991 
lz: 54.266189005353794528 Vol: 144099.91527545126155 PE: -2323984.01666564  Pxx: 0.00611846556216504 Pyy: -0.00414197097024033 Pzz: 0.436193045849761 
lz: 54.373646805364394652 Vol: 144255.76212850448792 PE: -2324019.29652163  Pxx: 0.00218330547626187 Pyy: -0.00535475221064727 Pzz: 0.558466329593594 
lz: 54.481104605374994776 Vol: 144330.0762789255532 PE: -2324045.4330773  Pxx: -0.0030085942763676 Pyy: -0.00184956600475683 Pzz: 0.695947647986291 
lz: 54.5885624053855949 Vol: 144490.90185606642626 PE: -2324071.03165705  Pxx: -0.00423761513535799 Pyy: -0.00134343327627513 Pzz: 0.8874629121215 
lz: 54.696020205396195024 Vol: 144645.81114375477773 PE: -2324090.94467688  Pxx: -0.00159760720394518 Pyy: 0.00290504645099659 Pzz: 1.00148553072193 
lz: 54.803478005406795148 Vol: 144717.61736072911299 PE: -2324100.41326337  Pxx: 0.0017416866727399 Pyy: 0.000376356147628101 Pzz: 1.210810420463 
lz: 54.910935805417395272 Vol: 144854.37141778864316 PE: -2324120.41493839  Pxx: 0.00104776355716444 Pyy: 0.000190716604587736 Pzz: 1.35738898891044 
lz: 55.018393605427995396 Vol: 144973.36445590603398 PE: -2324132.3631598  Pxx: 0.00246395606912983 Pyy: 0.000401660554924491 Pzz: 1.47131103969256 
lz: 55.125851405438595521 Vol: 144919.3821182778629 PE: -2324150.455556  Pxx: -0.00210180964150955 Pyy: -0.000400221426227018 Pzz: 1.58190180507811 
lz: 55.233309205449195645 Vol: 145061.93225976830581 PE: -2324167.47044848  Pxx: -0.00169333698931276 Pyy: 0.00304601094987529 Pzz: 1.64944269216242 
lz: 55.340767005459795769 Vol: 145331.47899888432585 PE: -2324181.19709316  Pxx: 0.00227131296286935 Pyy: -0.00297075169466874 Pzz: 1.77639891168776 
lz: 55.448224805470395893 Vol: 145470.41179948364152 PE: -2324188.60216113  Pxx: 0.00380850003408908 Pyy: 0.002752303313378 Pzz: 1.96095994285831 
lz: 55.555682605480996017 Vol: 145585.21452015903196 PE: -2324201.54332348  Pxx: 0.00124240897531762 Pyy: -0.0026922408264564 Pzz: 2.06935754946812 
lz: 55.663140405491596141 Vol: 145454.59792979713529 PE: -2324210.01285233  Pxx: -0.00158043327885545 Pyy: -0.00389425360202884 Pzz: 2.23014566925531 
lz: 55.770598205502196265 Vol: 145681.95359293132788 PE: -2324222.54653645  Pxx: -0.00218148558919955 Pyy: -0.00260791337331795 Pzz: 2.38061083683383 
lz: 55.878056005512796389 Vol: 145829.78913200073293 PE: -2324241.35231492  Pxx: -0.00222067065928053 Pyy: 0.0044395535272766 Pzz: 2.43234145472012 
lz: 55.985513805523396513 Vol: 145962.32165382805397 PE: -2324251.21702714  Pxx: 0.00211089016258504 Pyy: 0.00167730880470306 Pzz: 2.55897473597019 
lz: 56.092971605533996637 Vol: 145988.5060390655708 PE: -2324257.74293727  Pxx: -0.0017776218249191 Pyy: 0.00297067927425089 Pzz: 2.74831589076358 
lz: 56.200429405544596762 Vol: 146078.17338240460958 PE: -2324264.11527549  Pxx: 0.000880906562108026 Pyy: -0.00301942817624784 Pzz: 2.92335216677374 
lz: 56.307887205555196886 Vol: 146241.46508903175709 PE: -2324278.63942114  Pxx: 0.00511679793511707 Pyy: 0.000861164207976882 Pzz: 3.07041528643852 
lz: 56.41534500556579701 Vol: 146249.49510193019523 PE: -2324298.132282  Pxx: -0.00461262415912131 Pyy: 0.00152738974440514 Pzz: 3.17578605956499 
lz: 56.522802805576397134 Vol: 146407.50198452558834 PE: -2324303.77987143  Pxx: 0.00317082159365941 Pyy: -0.00206501434052615 Pzz: 3.22562718624519 
lz: 56.630260605587096734 Vol: 146851.40050223647268 PE: -2324308.44767819  Pxx: 0.000525806118542629 Pyy: -0.000425811604991073 Pzz: 3.34319951548971 
lz: 56.737718405597696858 Vol: 146860.29412898307783 PE: -2324309.01289575  Pxx: 0.00279046278407742 Pyy: 0.00357025215703045 Pzz: 3.47353361645123 
lz: 56.845176205608296982 Vol: 146906.68158913037041 PE: -2324321.33187607  Pxx: 0.00224669297580802 Pyy: 0.00114717448078942 Pzz: 3.52015428577278 
lz: 56.952634005618897106 Vol: 146982.51515342845232 PE: -2324323.87961359  Pxx: 0.000101144453957558 Pyy: 0.00640370604356361 Pzz: 3.67546680767644 
lz: 57.06009180562949723 Vol: 147226.88212851324352 PE: -2324319.65492459  Pxx: -0.000784908185843897 Pyy: -0.00228036492526665 Pzz: 3.80829705160525 
lz: 57.167549605640097354 Vol: 147389.92057224488235 PE: -2324327.52843761  Pxx: -0.00168182895658157 Pyy: 0.0046201259601493 Pzz: 3.83940598963403 
